date,sentiment,metro_area,county_code
2020-04-20,0.21895382395382385,Chicago,13075
2020-04-21,0.2642857142857143,Chicago,13075
2020-04-22,-0.027311197916666752,Chicago,13075
2020-04-23,0.07209335645415182,Chicago,13075
2020-04-24,0.14930108375420864,Chicago,13075
2020-04-25,0.0828659976387249,Chicago,13075
2020-04-26,0.15118386243386248,Chicago,13075
2020-04-27,0.24656250000000002,Chicago,13075
2020-04-28,0.08675715488215492,Chicago,13075
2020-04-29,0.22264853896103887,Chicago,13075
2020-04-30,0.23104179550608123,Chicago,13075
2020-05-01,0.16331181715110274,Chicago,13075
2020-05-02,0.13267079274891772,Chicago,13075
2020-05-03,0.05572133458646622,Chicago,13075
2020-05-04,0.2349751984126983,Chicago,13075
2020-05-05,0.0829960317460318,Chicago,13075
2020-05-06,0.139044479183368,Chicago,13075
2020-05-07,0.1300840032982889,Chicago,13075
2020-05-08,0.2179081329008086,Chicago,13075
2020-05-09,0.13261681758996202,Chicago,13075
2020-05-10,0.2595953460749377,Chicago,13075
2020-05-11,0.2213973063973063,Chicago,13075
2020-05-12,0.08723586309523801,Chicago,13075
2020-05-13,0.02535774410774413,Chicago,13075
2020-05-14,0.02239152892561982,Chicago,13075
2020-05-15,0.12666179653679652,Chicago,13075
2020-05-16,0.13898674242424242,Chicago,13075
2020-05-17,0.2254854867354865,Chicago,13075
2020-05-18,-0.043073593073593104,Chicago,13075
2020-05-19,0.18864503882361014,Chicago,13075
2020-05-20,0.14763834301663242,Chicago,13075
2020-05-21,0.17026056371165063,Chicago,13075
2020-05-22,-0.005955194413074951,Chicago,13075
2020-05-23,0.22012205387205383,Chicago,13075
2020-05-24,0.0979166666666665,Chicago,13075
2020-05-25,0.16499503968253962,Chicago,13075
2020-05-26,0.16452651515151492,Chicago,13075
2020-05-27,0.18915289256198345,Chicago,13075
